PLAYER,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST,TEAM,SEASON,TEAM_ID
Alex Bentley,25,30.0,66.6,33.4,56.1,28.3,31.9,19.6,12.0,19.3,27.8,24.3,75.7,64.1,35.9,35.2,64.8,Connecticut Sun,2015,1611661323
Alyssa Thomas,24,26.0,100.0,0.0,65.7,2.9,0.0,16.2,34.3,30.5,62.9,53.6,46.4,0.0,0.0,53.6,46.4,Connecticut Sun,2015,1611661323
Camille Little,34,27.0,56.7,43.3,47.9,7.1,41.8,3.6,10.3,20.4,40.7,43.3,56.7,94.9,5.1,62.3,37.7,Connecticut Sun,2015,1611661323
Chelsea Gray,34,16.0,67.5,32.5,53.6,14.5,29.4,10.6,17.0,20.4,39.1,15.9,84.1,87.0,13.0,34.9,65.1,Connecticut Sun,2015,1611661323
Elizabeth Williams,21,11.7,100.0,0.0,80.0,5.7,0.0,5.7,20.0,15.7,74.3,78.6,21.4,0.0,0.0,78.6,21.4,Connecticut Sun,2015,1611661323
Inga Orekhova,4,2.6,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2015,1611661323
Jasmine Thomas,34,26.7,65.9,34.1,49.6,19.4,33.5,11.9,16.9,27.3,30.2,21.7,78.3,90.3,9.7,43.0,57.0,Connecticut Sun,2015,1611661323
Jennifer Lacy,19,16.7,51.5,48.5,40.6,12.0,38.3,7.5,21.1,23.3,28.6,63.0,37.0,100.0,0.0,77.3,22.7,Connecticut Sun,2015,1611661323
Kayla Pedersen,33,15.5,100.0,0.0,80.4,28.9,0.0,2.1,19.6,27.8,51.5,74.4,25.6,0.0,0.0,74.4,25.6,Connecticut Sun,2015,1611661323
Kelly Faris,32,14.5,65.5,34.5,48.9,14.9,28.7,16.0,22.4,21.3,34.0,87.0,13.0,88.9,11.1,87.5,12.5,Connecticut Sun,2015,1611661323
Kelsey Bone,33,29.1,99.3,0.7,88.0,13.0,0.0,8.1,12.0,16.9,75.0,58.0,42.0,0.0,0.0,58.0,42.0,Connecticut Sun,2015,1611661323
Nikki Greene,12,8.4,100.0,0.0,57.1,28.6,0.0,0.0,42.9,42.9,28.6,50.0,50.0,0.0,0.0,50.0,50.0,Connecticut Sun,2015,1611661323
Shekinna Stricklen,34,17.6,38.5,61.5,33.5,9.9,58.2,11.8,8.3,25.5,23.6,54.5,45.5,80.4,19.6,68.4,31.6,Connecticut Sun,2015,1611661323
Alex Bentley,34,28.8,61.7,38.3,55.4,33.0,33.0,10.5,11.6,20.8,22.4,24.8,75.2,52.1,47.9,32.5,67.5,Connecticut Sun,2016,1611661323
Alyssa Thomas,31,27.2,100.0,0.0,75.8,2.9,0.0,20.4,24.2,21.0,72.9,50.8,49.2,0.0,0.0,50.8,49.2,Connecticut Sun,2016,1611661323
Aneika Morello,10,5.0,100.0,0.0,83.3,16.7,0.0,0.0,16.7,0.0,66.7,40.0,60.0,0.0,0.0,40.0,60.0,Connecticut Sun,2016,1611661323
Asia Taylor,4,4.3,100.0,0.0,50.0,0.0,0.0,41.7,50.0,33.3,50.0,66.7,33.3,0.0,0.0,66.7,33.3,Connecticut Sun,2016,1611661323
Camille Little,33,24.7,64.0,36.0,52.1,6.2,33.9,8.9,14.0,14.8,45.9,58.2,41.8,100.0,0.0,70.8,29.2,Connecticut Sun,2016,1611661323
Chiney Ogwumike,33,24.3,100.0,0.0,76.0,2.4,0.0,12.5,24.0,20.0,73.6,67.1,32.9,0.0,0.0,67.1,32.9,Connecticut Sun,2016,1611661323
Courtney Williams,19,17.1,83.4,16.6,77.1,35.3,15.7,15.7,7.2,29.4,41.8,37.3,62.7,87.5,12.5,43.3,56.7,Connecticut Sun,2016,1611661323
Jasmine Thomas,34,32.1,72.6,27.4,60.3,21.1,22.6,19.8,17.1,25.6,39.2,21.7,78.3,83.3,16.7,34.0,66.0,Connecticut Sun,2016,1611661323
Jonquel Jones,34,14.1,79.4,20.6,63.8,11.2,14.2,4.3,22.0,19.8,52.6,58.1,41.9,100.0,0.0,63.5,36.5,Connecticut Sun,2016,1611661323
Kelly Faris,31,10.2,62.3,37.7,52.5,23.0,24.6,24.6,22.9,19.7,29.5,56.3,43.8,80.0,20.0,61.9,38.1,Connecticut Sun,2016,1611661323
Kelsey Bone,14,23.8,89.4,10.6,76.0,13.3,8.0,4.0,16.0,12.7,62.7,59.6,40.4,100.0,0.0,62.3,37.7,Connecticut Sun,2016,1611661323
Morgan Tuck,26,16.7,65.4,34.6,54.6,3.3,27.9,18.6,17.5,23.5,51.4,52.0,48.0,100.0,0.0,64.2,35.8,Connecticut Sun,2016,1611661323
Rachel Banham,15,10.9,24.5,75.5,25.5,10.9,70.9,9.1,3.6,29.1,14.5,28.6,71.4,76.9,23.1,60.0,40.0,Connecticut Sun,2016,1611661323
Shekinna Stricklen,28,10.9,26.0,74.0,19.6,12.5,72.3,5.4,8.1,25.0,7.1,45.5,54.5,88.9,11.1,76.3,23.7,Connecticut Sun,2016,1611661323
Alex Bentley,31,23.7,70.0,30.0,60.0,27.7,25.4,11.9,14.6,23.1,32.3,24.4,75.6,81.8,18.2,37.0,63.0,Connecticut Sun,2017,1611661323
Alyssa Thomas,33,29.8,99.2,0.8,76.7,2.4,0.0,25.1,23.3,20.2,74.3,54.3,45.7,0.0,0.0,54.3,45.7,Connecticut Sun,2017,1611661323
Brionna Jones,23,6.4,100.0,0.0,69.7,0.0,0.0,9.1,30.3,15.2,69.7,65.2,34.8,0.0,0.0,65.2,34.8,Connecticut Sun,2017,1611661323
Courtney Williams,34,26.0,90.5,9.5,82.8,47.4,8.6,15.6,8.6,17.7,35.4,46.8,53.2,75.0,25.0,48.6,51.4,Connecticut Sun,2017,1611661323
Danielle Adams,19,4.4,31.1,68.9,16.3,0.0,73.5,4.1,10.2,6.1,16.3,50.0,50.0,100.0,0.0,87.5,12.5,Connecticut Sun,2017,1611661323
Feyonda Fitzgerald,2,3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2017,1611661323
Jasmine Thomas,32,28.2,67.0,33.0,51.7,18.5,35.8,15.2,12.5,26.0,33.1,23.9,76.1,88.9,11.1,44.4,55.6,Connecticut Sun,2017,1611661323
Jonquel Jones,34,28.5,83.5,16.5,59.8,2.7,14.4,10.9,25.8,14.4,57.1,54.5,45.5,88.0,12.0,59.1,40.9,Connecticut Sun,2017,1611661323
Jordan Hooper,3,3.5,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2017,1611661323
Kayla Pedersen,26,10.2,97.1,2.9,68.4,31.6,0.0,5.3,31.6,23.7,36.8,84.6,15.4,0.0,0.0,84.6,15.4,Connecticut Sun,2017,1611661323
Lynetta Kizer,20,11.9,99.0,1.0,80.7,25.2,0.0,6.7,19.3,18.5,55.5,70.8,29.2,0.0,0.0,70.8,29.2,Connecticut Sun,2017,1611661323
Morgan Tuck,22,16.6,70.1,29.9,57.6,6.8,28.0,5.1,14.4,21.2,50.8,52.9,47.1,81.8,18.2,60.0,40.0,Connecticut Sun,2017,1611661323
Rachel Banham,30,9.4,43.6,56.4,34.7,24.5,49.0,11.2,16.3,22.4,10.2,35.3,64.7,87.5,12.5,60.6,39.4,Connecticut Sun,2017,1611661323
Shekinna Stricklen,34,27.2,25.1,74.9,16.4,5.5,72.7,14.7,10.9,23.2,10.9,37.5,62.5,88.7,11.3,75.8,24.2,Connecticut Sun,2017,1611661323
Alex Bentley,19,21.7,62.1,37.9,53.7,35.8,33.2,15.8,13.1,19.5,17.9,29.4,70.6,61.9,38.1,38.9,61.1,Connecticut Sun,2018,1611661323
Alyssa Thomas,24,30.6,99.5,0.5,79.0,5.6,0.0,10.9,21.0,20.6,73.4,62.2,37.8,0.0,0.0,62.2,37.8,Connecticut Sun,2018,1611661323
Betnijah Laney,29,9.3,87.1,12.9,83.1,18.2,3.9,20.8,13.0,26.0,64.9,37.5,62.5,100.0,0.0,39.4,60.6,Connecticut Sun,2018,1611661323
Brionna Jones,27,9.0,100.0,0.0,71.4,9.5,0.0,2.4,28.6,16.7,61.9,60.0,40.0,0.0,0.0,60.0,40.0,Connecticut Sun,2018,1611661323
Chiney Ogwumike,31,25.5,99.3,0.7,78.3,4.0,0.7,3.1,21.0,17.0,74.3,67.4,32.6,100.0,0.0,67.6,32.4,Connecticut Sun,2018,1611661323
Courtney Williams,30,27.1,85.9,14.1,79.7,50.7,15.8,18.7,4.5,19.5,29.0,40.4,59.6,85.0,15.0,45.6,54.4,Connecticut Sun,2018,1611661323
Jasmine Thomas,34,28.1,63.2,36.8,52.2,16.0,31.6,15.6,16.2,19.7,36.2,14.9,85.1,65.2,34.8,29.4,70.6,Connecticut Sun,2018,1611661323
Jonquel Jones,34,20.5,60.5,39.5,49.4,4.5,37.4,5.5,13.2,16.7,44.9,67.7,32.3,98.0,2.0,77.9,22.1,Connecticut Sun,2018,1611661323
Layshia Clarendon,15,15.9,90.5,9.5,76.5,14.8,0.0,12.3,23.5,33.3,61.7,48.4,51.6,0.0,0.0,48.4,51.6,Connecticut Sun,2018,1611661323
Lexie Brown,22,5.6,34.1,65.9,16.2,5.4,73.0,8.1,10.8,24.3,10.8,0.0,100.0,88.9,11.1,66.7,33.3,Connecticut Sun,2018,1611661323
Morgan Tuck,34,13.6,62.7,37.3,57.7,6.0,32.8,11.9,9.5,14.9,51.7,65.5,34.5,100.0,0.0,75.0,25.0,Connecticut Sun,2018,1611661323
Rachel Banham,33,12.9,39.1,60.9,28.9,15.0,52.0,6.4,19.1,19.1,13.9,40.0,60.0,93.3,6.7,69.1,30.9,Connecticut Sun,2018,1611661323
Shekinna Stricklen,34,18.8,24.6,75.4,17.0,9.8,77.7,13.4,5.3,12.5,7.1,52.6,47.4,94.8,5.2,84.4,15.6,Connecticut Sun,2018,1611661323
Alyssa Thomas,34,30.2,99.7,0.3,84.8,1.5,0.0,21.2,15.2,26.5,83.3,64.9,35.1,0.0,0.0,64.9,35.1,Connecticut Sun,2019,1611661323
Bria Holmes,34,15.6,67.4,32.6,53.5,8.5,28.2,15.5,18.3,17.8,45.1,63.2,36.8,90.0,10.0,70.1,29.9,Connecticut Sun,2019,1611661323
Bridget Carleton,4,7.1,66.7,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2019,1611661323
Brionna Jones,27,8.4,98.7,1.3,74.5,4.3,0.0,4.3,25.5,19.1,70.2,68.6,31.4,0.0,0.0,68.6,31.4,Connecticut Sun,2019,1611661323
Courtney Williams,34,29.1,91.9,8.1,76.0,40.9,10.7,16.9,13.3,27.8,35.1,48.5,51.5,87.5,12.5,51.9,48.1,Connecticut Sun,2019,1611661323
Jasmine Thomas,34,29.7,65.4,34.6,49.6,13.7,35.6,12.1,14.8,19.5,35.9,24.5,75.5,84.4,15.6,43.9,56.1,Connecticut Sun,2019,1611661323
Jonquel Jones,34,28.8,64.0,36.0,52.3,8.0,26.0,4.0,21.7,18.1,44.3,63.8,36.2,97.7,2.3,72.3,27.7,Connecticut Sun,2019,1611661323
Kristine Anigwe,17,7.1,100.0,0.0,64.7,11.8,0.0,5.9,35.3,14.7,52.9,81.8,18.2,0.0,0.0,81.8,18.2,Connecticut Sun,2019,1611661323
Layshia Clarendon,9,15.3,95.3,4.7,57.1,10.7,10.7,7.1,32.2,7.1,46.4,37.5,62.5,100.0,0.0,44.4,55.6,Connecticut Sun,2019,1611661323
Morgan Tuck,33,10.7,63.8,36.2,48.8,8.1,36.6,5.7,14.6,22.0,40.7,70.0,30.0,100.0,0.0,80.0,20.0,Connecticut Sun,2019,1611661323
Natisha Hiedeman,20,10.2,51.7,48.3,30.1,0.0,53.4,16.4,16.5,23.3,30.1,0.0,100.0,76.9,23.1,41.7,58.3,Connecticut Sun,2019,1611661323
Rachel Banham,29,12.2,37.4,62.6,28.8,13.5,63.5,21.2,7.7,17.3,15.4,26.7,73.3,86.4,13.6,62.2,37.8,Connecticut Sun,2019,1611661323
Shekinna Stricklen,34,23.7,22.0,78.0,18.3,3.3,74.5,21.9,7.2,20.6,15.0,71.4,28.6,94.7,5.3,88.5,11.5,Connecticut Sun,2019,1611661323
Theresa Plaisance,9,7.1,73.9,26.1,54.5,18.2,27.3,0.0,18.2,36.4,36.4,83.3,16.7,100.0,0.0,87.5,12.5,Connecticut Sun,2019,1611661323
Alyssa Thomas,21,32.8,99.6,0.4,75.1,4.3,0.0,13.2,24.9,25.8,70.8,74.6,25.4,0.0,0.0,74.6,25.4,Connecticut Sun,2020,1611661323
Beatrice Mompremier,21,8.9,100.0,0.0,83.3,16.7,0.0,8.3,16.7,12.5,66.7,65.0,35.0,0.0,0.0,65.0,35.0,Connecticut Sun,2020,1611661323
Bria Holmes,18,16.2,69.4,30.6,56.8,6.8,34.1,13.6,9.1,17.0,50.0,52.0,48.0,90.0,10.0,62.9,37.1,Connecticut Sun,2020,1611661323
Briann January,13,23.3,60.0,40.0,33.8,30.8,50.8,4.6,15.4,10.8,3.1,36.4,63.6,90.9,9.1,63.6,36.4,Connecticut Sun,2020,1611661323
Brionna Jones,21,26.1,99.4,0.6,82.6,7.7,1.3,1.7,16.1,11.9,74.9,69.1,30.9,100.0,0.0,69.4,30.6,Connecticut Sun,2020,1611661323
DeWanna Bonner,22,33.3,69.5,30.5,55.8,13.8,18.7,8.1,25.5,26.5,41.9,40.5,59.5,66.7,33.3,45.3,54.7,Connecticut Sun,2020,1611661323
Essence Carson,11,11.2,47.5,52.5,40.0,28.6,51.4,5.7,8.6,17.1,11.4,100.0,0.0,100.0,0.0,100.0,0.0,Connecticut Sun,2020,1611661323
Jacki Gemelos,6,4.8,25.0,75.0,18.2,18.2,81.8,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,75.0,25.0,Connecticut Sun,2020,1611661323
Jasmine Thomas,19,25.5,66.5,33.5,56.7,28.9,32.5,10.3,10.8,21.6,27.8,36.4,63.6,95.2,4.8,52.6,47.4,Connecticut Sun,2020,1611661323
Kaila Charles,21,17.9,69.1,30.9,51.3,8.8,29.2,8.8,19.5,16.8,42.5,44.8,55.2,90.9,9.1,57.5,42.5,Connecticut Sun,2020,1611661323
Kaleena Mosqueda-Lewis,16,10.2,26.6,73.4,25.9,11.1,66.7,0.0,7.4,22.2,14.8,85.7,14.3,100.0,0.0,94.7,5.3,Connecticut Sun,2020,1611661323
Natisha Hiedeman,22,18.6,49.6,50.4,32.8,7.5,51.5,12.7,15.7,18.7,25.4,27.3,72.7,65.2,34.8,46.7,53.3,Connecticut Sun,2020,1611661323
Theresa Plaisance,13,7.0,41.4,58.6,37.5,6.3,46.9,0.0,15.6,31.3,31.3,83.3,16.7,100.0,0.0,90.9,9.1,Connecticut Sun,2020,1611661323
Aleah Goodman,1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2021,1611661323
Alyssa Thomas,2,17.4,100.0,0.0,72.7,0.0,0.0,0.0,27.3,36.4,72.7,75.0,25.0,0.0,0.0,75.0,25.0,Connecticut Sun,2021,1611661323
Beatrice Mompremier,32,8.6,100.0,0.0,91.2,7.0,0.0,3.5,8.8,31.6,84.2,73.1,26.9,0.0,0.0,73.1,26.9,Connecticut Sun,2021,1611661323
Briann January,29,30.2,57.5,42.5,43.6,27.7,40.1,7.9,16.3,23.8,15.8,20.5,79.5,88.9,11.1,46.5,53.5,Connecticut Sun,2021,1611661323
Brionna Jones,32,30.6,99.1,0.9,82.6,9.4,0.0,2.8,17.4,22.8,73.2,66.5,33.5,0.0,0.0,66.5,33.5,Connecticut Sun,2021,1611661323
DeWanna Bonner,32,31.9,65.5,34.5,47.3,15.6,27.2,7.8,25.5,25.7,31.7,48.7,51.3,77.3,22.7,56.6,43.4,Connecticut Sun,2021,1611661323
DiJonai Carrington,24,9.2,74.4,25.6,70.6,0.0,13.2,14.7,16.2,19.1,70.6,45.8,54.2,100.0,0.0,51.9,48.1,Connecticut Sun,2021,1611661323
Emma Cannon,5,11.5,52.9,47.1,38.1,0.0,57.1,0.0,4.8,14.3,38.1,25.0,75.0,100.0,0.0,62.5,37.5,Connecticut Sun,2021,1611661323
Jasmine Thomas,30,29.6,64.2,35.8,44.8,8.8,39.7,10.4,15.5,14.8,36.0,22.5,77.5,90.5,9.5,47.8,52.2,Connecticut Sun,2021,1611661323
Jonquel Jones,27,31.7,68.9,31.1,57.4,8.0,24.1,6.9,18.5,20.1,49.3,65.3,34.7,97.6,2.4,72.4,27.6,Connecticut Sun,2021,1611661323
Kaila Charles,30,16.3,75.2,24.8,60.5,9.3,23.3,9.3,16.2,20.2,51.2,66.7,33.3,100.0,0.0,73.5,26.5,Connecticut Sun,2021,1611661323
Natisha Hiedeman,32,20.1,34.4,65.6,22.3,3.3,63.2,9.1,14.5,21.1,19.0,33.3,66.7,68.6,31.4,56.4,43.6,Connecticut Sun,2021,1611661323
Shatori Walker-Kimbrough,1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2021,1611661323
Stephanie Jones,18,5.5,96.6,3.4,96.0,16.0,0.0,8.0,4.0,40.0,80.0,75.0,25.0,0.0,0.0,75.0,25.0,Connecticut Sun,2021,1611661323
Alyssa Thomas,36,32.1,99.5,0.5,77.7,6.2,0.0,20.2,22.3,27.5,71.5,62.2,37.8,0.0,0.0,62.2,37.8,Connecticut Sun,2022,1611661323
Bria Hartley,3,12.1,27.3,72.7,14.3,14.3,85.7,0.0,0.0,21.4,0.0,100.0,0.0,75.0,25.0,80.0,20.0,Connecticut Sun,2022,1611661323
Brionna Jones,36,25.1,98.2,1.8,75.0,7.7,0.0,5.4,25.0,18.5,67.3,69.4,30.6,0.0,0.0,69.4,30.6,Connecticut Sun,2022,1611661323
Courtney Williams,34,28.0,83.2,16.8,75.5,48.5,17.4,20.6,7.1,20.3,26.9,58.7,41.3,90.9,9.1,63.0,37.0,Connecticut Sun,2022,1611661323
DeWanna Bonner,33,30.0,60.6,39.4,49.5,19.8,31.1,11.9,19.4,18.2,29.7,65.5,34.5,82.6,17.4,70.5,29.5,Connecticut Sun,2022,1611661323
DiJonai Carrington,36,17.5,69.5,30.5,53.3,1.6,23.4,32.8,23.3,33.2,51.6,52.3,47.7,94.7,5.3,61.9,38.1,Connecticut Sun,2022,1611661323
Jasmine Thomas,5,21.8,56.7,43.3,18.2,6.1,45.5,18.2,36.3,24.2,12.1,0.0,100.0,80.0,20.0,50.0,50.0,Connecticut Sun,2022,1611661323
Jazmine Jones,7,6.2,71.4,28.6,66.7,66.7,0.0,0.0,33.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,Connecticut Sun,2022,1611661323
Jonquel Jones,33,26.4,67.6,32.4,56.0,7.1,25.5,4.6,18.5,17.0,49.0,67.4,32.6,95.1,4.9,73.9,26.1,Connecticut Sun,2022,1611661323
Joyner Holmes,26,7.9,63.9,36.1,52.8,18.9,28.3,11.3,18.9,24.5,34.0,42.9,57.1,100.0,0.0,57.9,42.1,Connecticut Sun,2022,1611661323
Kiana Williams,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2022,1611661323
Natisha Hiedeman,36,25.0,38.7,61.3,29.8,3.0,62.9,19.8,7.3,24.9,26.7,20.4,79.6,87.0,13.0,59.3,40.7,Connecticut Sun,2022,1611661323
Nia Clouden,28,8.9,45.3,54.7,20.7,0.0,62.1,13.8,17.2,39.7,20.7,50.0,50.0,75.0,25.0,66.7,33.3,Connecticut Sun,2022,1611661323
Odyssey Sims,5,18.2,63.3,36.7,48.3,0.0,31.0,17.2,20.7,13.8,48.3,42.9,57.1,100.0,0.0,60.0,40.0,Connecticut Sun,2022,1611661323
Stephanie Jones,2,4.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2022,1611661323
Yvonne Anderson,11,9.2,61.5,38.5,45.7,5.7,34.3,20.0,20.0,37.1,40.0,62.5,37.5,100.0,0.0,75.0,25.0,Connecticut Sun,2022,1611661323
Alyssa Thomas,16,36.9,100.0,0.0,75.5,7.7,0.0,12.0,24.5,24.9,67.8,60.2,39.8,0.0,0.0,60.2,39.8,Connecticut Sun,2023,1611661323
Brionna Jones,13,31.7,97.1,2.9,75.4,7.7,2.9,4.8,21.7,21.3,67.6,74.4,25.6,100.0,0.0,75.0,25.0,Connecticut Sun,2023,1611661323
DeWanna Bonner,16,29.3,59.9,40.1,44.0,9.2,33.0,20.9,23.0,25.5,34.8,72.6,27.4,83.9,16.1,76.3,23.7,Connecticut Sun,2023,1611661323
DiJonai Carrington,14,16.0,71.3,28.7,51.7,0.0,27.5,25.0,20.8,20.0,51.7,64.5,35.5,90.9,9.1,71.4,28.6,Connecticut Sun,2023,1611661323
Lauren Cox,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2023,1611661323
Leigha Brown,9,4.0,66.7,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut Sun,2023,1611661323
Liz Dixon,2,3.3,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,50.0,50.0,Connecticut Sun,2023,1611661323
Natisha Hiedeman,16,28.4,50.3,49.7,43.1,9.2,46.2,16.9,10.7,25.4,33.8,50.0,50.0,100.0,0.0,70.8,29.2,Connecticut Sun,2023,1611661323
Olivia Nelson-Ododa,16,10.7,100.0,0.0,69.1,3.6,0.0,0.0,30.9,16.4,65.5,73.7,26.3,0.0,0.0,73.7,26.3,Connecticut Sun,2023,1611661323
Rebecca Allen,16,16.7,39.7,60.3,24.7,8.2,65.8,11.0,9.5,21.9,16.4,44.4,55.6,93.8,6.3,76.0,24.0,Connecticut Sun,2023,1611661323
Tiffany Hayes,16,24.5,63.9,36.1,51.2,5.8,31.4,18.0,17.4,19.8,45.3,56.8,43.2,77.8,22.2,62.9,37.1,Connecticut Sun,2023,1611661323
Tyasha Harris,16,12.7,60.3,39.7,52.3,24.6,41.5,21.5,6.2,33.8,27.7,58.8,41.2,100.0,0.0,73.1,26.9,Connecticut Sun,2023,1611661323
Arike Ogunbowale,15,37.2,55.2,44.8,45.2,12.5,36.6,20.8,18.2,26.2,32.7,40.8,59.2,61.0,39.0,47.9,52.1,Dallas Wings,1997,1611661321
Ashley Joens,8,1.7,50.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,Dallas Wings,1997,1611661321
Awak Kuier,15,7.9,63.6,36.4,70.0,0.0,0.0,20.0,30.0,20.0,70.0,57.1,42.9,0.0,0.0,57.1,42.9,Dallas Wings,1997,1611661321
Crystal Dangerfield,11,28.5,58.5,41.5,51.5,20.6,37.1,8.2,11.4,16.5,30.9,36.0,64.0,83.3,16.7,51.4,48.6,Dallas Wings,1997,1611661321
Jasmine Dickey,14,6.2,97.1,2.9,89.7,27.6,0.0,20.7,10.3,27.6,62.1,84.6,15.4,0.0,0.0,84.6,15.4,Dallas Wings,1997,1611661321
Kalani Brown,12,21.2,100.0,0.0,71.6,6.3,0.0,4.2,28.4,10.5,65.3,61.8,38.2,0.0,0.0,61.8,38.2,Dallas Wings,1997,1611661321
Maddy Siegrist,15,8.0,83.3,16.7,72.7,0.0,13.6,18.2,13.7,18.2,72.7,50.0,50.0,100.0,0.0,55.6,44.4,Dallas Wings,1997,1611661321
Natasha Howard,15,33.0,72.9,27.1,62.7,4.8,21.4,18.7,15.9,28.2,57.9,60.8,39.2,100.0,0.0,68.0,32.0,Dallas Wings,1997,1611661321
Odyssey Sims,4,20.9,73.9,26.1,73.7,0.0,15.8,26.3,10.5,36.8,73.7,71.4,28.6,100.0,0.0,75.0,25.0,Dallas Wings,1997,1611661321
Satou Sabally,15,34.4,63.2,36.8,48.0,9.3,26.9,11.5,25.1,12.9,38.7,44.8,55.2,92.0,8.0,57.6,42.4,Dallas Wings,1997,1611661321
Teaira McCowan,5,23.0,97.0,3.0,78.0,9.8,0.0,4.9,22.0,4.9,68.3,68.8,31.3,0.0,0.0,68.8,31.3,Dallas Wings,1997,1611661321
Veronica Burton,15,21.6,42.6,57.4,21.7,0.0,45.7,15.2,32.6,10.9,21.7,40.0,60.0,100.0,0.0,75.0,25.0,Dallas Wings,1997,1611661321
Aneta Kausaite,10,5.7,90.0,10.0,71.4,28.6,0.0,0.0,28.6,28.6,42.9,20.0,80.0,0.0,0.0,20.0,80.0,Dallas Wings,1998,1611661321
Angela Hamblin,6,4.8,75.0,25.0,33.3,0.0,50.0,50.0,16.7,33.3,33.3,100.0,0.0,0.0,100.0,50.0,50.0,Dallas Wings,1998,1611661321
Carla Boyd,30,27.3,75.8,24.2,57.1,17.1,23.3,14.7,19.6,10.2,40.0,64.3,35.7,100.0,0.0,71.9,28.1,Dallas Wings,1998,1611661321
Cindy Brown,30,32.3,77.2,22.8,59.9,7.9,16.9,4.0,23.2,20.9,52.0,48.1,51.9,100.0,0.0,56.3,43.7,Dallas Wings,1998,1611661321
Gergana Branzova,26,7.8,93.8,6.2,84.1,31.9,0.0,5.8,15.9,26.1,52.2,75.9,24.1,0.0,0.0,75.9,24.1,Dallas Wings,1998,1611661321
Korie Hlede,27,33.8,78.6,21.4,55.5,25.1,22.8,18.8,21.7,22.8,30.4,34.9,65.1,69.0,31.0,42.2,57.8,Dallas Wings,1998,1611661321
Lynette Woodard,27,14.1,100.0,0.0,75.8,23.2,0.0,17.9,24.2,24.2,52.6,38.9,61.1,0.0,0.0,38.9,61.1,Dallas Wings,1998,1611661321
Mfon Udoka,3,8.2,100.0,0.0,50.0,0.0,0.0,0.0,50.0,25.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,Dallas Wings,1998,1611661321
Rachael Sporn,30,17.8,100.0,0.0,88.2,7.4,0.0,15.4,11.8,14.7,80.9,71.7,28.3,0.0,0.0,71.7,28.3,Dallas Wings,1998,1611661321
Razija Brcaninovic,30,23.2,100.0,0.0,77.9,11.0,0.0,0.0,22.1,17.6,66.9,74.5,25.5,0.0,0.0,74.5,25.5,Dallas Wings,1998,1611661321
Rhonda Blades,29,11.8,35.9,64.1,24.2,3.0,54.5,12.1,21.3,37.9,21.2,25.0,75.0,75.0,25.0,55.0,45.0,Dallas Wings,1998,1611661321
Sandy Brondello,30,33.1,88.0,12.0,66.2,38.5,11.3,15.0,22.5,25.8,27.7,41.1,58.9,43.8,56.3,41.4,58.6,Dallas Wings,1998,1611661321
Tajama Abraham,12,3.5,100.0,0.0,55.6,11.1,0.0,0.0,44.4,11.1,44.4,60.0,40.0,0.0,0.0,60.0,40.0,Dallas Wings,1998,1611661321
Astou Ndiaye-Diatta,31,14.2,99.4,0.6,85.4,32.9,0.0,8.5,14.6,28.0,52.4,75.7,24.3,0.0,0.0,75.7,24.3,Dallas Wings,1999,1611661321
Carla Boyd,32,21.6,71.1,28.9,61.5,21.3,28.4,8.9,10.1,16.0,40.2,80.8,19.2,93.8,6.3,83.8,16.2,Dallas Wings,1999,1611661321
