PLAYER,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST,TEAM,SEASON,TEAM_ID
Temeka Johnson,34,27.3,67.3,32.7,58.8,25.6,28.8,17.6,12.4,13.4,33.2,14.1,85.9,76.7,23.3,29.5,70.5,Phoenix Mercury,2010,1611661317
Alexis Gray-Lawson,27,11.4,48.2,51.8,34.6,11.5,43.3,18.3,22.1,12.5,23.1,33.3,66.7,46.7,53.3,39.4,60.6,Phoenix Mercury,2011,1611661317
Candice Dupree,34,31.6,98.3,1.7,79.6,12.5,0.6,19.4,19.8,15.6,67.1,72.6,27.4,100.0,0.0,72.7,27.3,Phoenix Mercury,2011,1611661317
DeWanna Bonner,34,25.2,63.4,36.6,46.6,7.7,28.8,18.6,24.6,21.1,38.9,57.6,42.4,97.1,2.9,69.2,30.8,Phoenix Mercury,2011,1611661317
Diana Taurasi,32,30.1,55.7,44.3,36.7,17.3,35.1,18.8,28.2,18.1,19.4,44.9,55.1,82.7,17.3,59.6,40.4,Phoenix Mercury,2011,1611661317
Kara Braxton,18,19.8,94.5,5.5,80.6,5.2,6.3,17.8,13.1,15.7,75.4,75.3,24.7,75.0,25.0,75.3,24.7,Phoenix Mercury,2011,1611661317
Ketia Swanier,29,14.8,46.8,53.2,39.0,10.4,46.8,23.4,14.2,19.5,28.6,26.7,73.3,66.7,33.3,44.4,55.6,Phoenix Mercury,2011,1611661317
Krystal Thomas,8,12.2,100.0,0.0,85.7,0.0,0.0,0.0,14.3,9.5,85.7,66.7,33.3,0.0,0.0,66.7,33.3,Phoenix Mercury,2011,1611661317
Marie Ferdinand-Harris,34,17.4,79.2,20.8,60.0,31.3,23.5,11.3,16.5,14.3,28.7,39.1,60.9,94.4,5.6,50.6,49.4,Phoenix Mercury,2011,1611661317
Nakia Sanford,33,14.4,100.0,0.0,67.2,5.8,0.0,3.6,32.8,14.6,61.3,67.4,32.6,0.0,0.0,67.4,32.6,Phoenix Mercury,2011,1611661317
Olayinka Sanni,14,5.2,100.0,0.0,90.9,0.0,0.0,9.1,9.1,36.4,90.9,80.0,20.0,0.0,0.0,80.0,20.0,Phoenix Mercury,2011,1611661317
